account_id,seats,is_trial,churn_flag,total_subscriptions,active_subscriptions,avg_subscription_duration_days,avg_sub_seats,max_sub_seats,avg_mrr_amount,max_mrr_amount,avg_arr_amount,total_arr_amount,trial_subscription_count,auto_renew_count,upgrade_count,downgrade_count,recent_upgrade_90d,recent_downgrade_90d,ended_subscriptions_count,max_subscription_duration_days,active_subscription_ratio,auto_renew_ratio,latest_auto_renew_flag,latest_is_trial,days_since_last_subscription_change,total_usage_count,total_usage_duration_secs,total_error_count,unique_feature_count,beta_feature_usage_count,days_since_last_usage,total_tickets,avg_resolution_time_hours,avg_first_response_time_minutes,avg_satisfaction_score,escalation_count,escalation_ratio,account_age_days,avg_resolution_time_hours_missing_flag,avg_first_response_time_minutes_missing_flag,avg_satisfaction_score_missing_flag,is_inactive_user,has_no_ticket_history,usage_per_subscription,ticket_per_subscription,error_per_subscription,error_rate,health_score,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,plan_tier_Basic,plan_tier_Enterprise,plan_tier_Pro,latest_plan_tier_Basic,latest_plan_tier_Enterprise,latest_plan_tier_Pro,latest_billing_frequency_annual,latest_billing_frequency_monthly
A-92a333,9,0,0,6,6,332.6666666666667,23.5,67,1776.5,6567,21318.0,127908,0,6,0,1,0,0,0,515,1.0,1.0,1,0,180,364,103645,30,22,2,11,4.0,23.25,58.25,4.0,1.0,0.25,648,0,0,1,0,0,60.666666666666664,0.6666666666666666,5.0,0.08241758241758242,9.331636990757064,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
A-95b24a,38,0,1,11,11,344.90909090909093,39.27272727272727,47,2275.818181818182,8557,27309.81818181818,300408,2,7,4,1,1,0,0,536,1.0,0.6363636363636364,1,1,81,611,188856,34,32,8,0,5.0,21.2,90.4,4.25,0.0,0.0,574,0,0,0,0,0,55.54545454545455,0.45454545454545453,3.090909090909091,0.05564648117839607,10.583871074450462,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False
A-42e5e1,1,0,1,7,6,89.71428571428571,18.428571428571427,53,1273.7142857142858,4378,15284.57142857143,106992,2,6,1,1,0,0,1,163,0.8571428571428571,0.8571428571428571,0,0,33,411,116704,41,24,2,5,3.0,29.0,81.33333333333333,4.0,0.0,0.0,175,0,0,0,0,0,58.714285714285715,0.42857142857142855,5.857142857142857,0.09975669099756691,9.633972862087035,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False
A-7d514c,17,0,0,9,8,169.66666666666666,22.22222222222222,43,2697.1111111111113,8557,32365.333333333332,291288,2,8,2,0,1,0,1,322,0.8888888888888888,0.8888888888888888,1,0,26,502,146707,30,30,7,20,3.0,33.333333333333336,49.666666666666664,5.0,0.0,0.0,332,0,0,0,0,0,55.77777777777778,0.3333333333333333,3.3333333333333335,0.05976095617529881,10.522439260375057,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
A-65aeb5,9,0,0,12,9,159.25,19.75,63,2866.0,12537,34392.0,412704,1,9,0,1,0,0,3,333,0.75,0.75,1,0,28,533,148034,40,30,3,20,2.0,42.5,159.5,5.0,0.0,0.0,341,0,0,0,0,0,44.416666666666664,0.16666666666666666,3.3333333333333335,0.075046904315197,10.54748185520269,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False
A-e2cd1b,15,0,0,9,9,142.22222222222223,33.55555555555556,119,1394.2222222222222,3184,16730.666666666668,150576,2,9,1,0,1,0,0,313,1.0,1.0,1,0,5,465,138043,18,29,7,6,5.0,37.8,76.0,4.0,0.0,0.0,331,0,0,0,0,0,51.666666666666664,0.5555555555555556,2.0,0.03870967741935484,10.212945739802137,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
A-180abf,64,0,1,9,7,109.44444444444444,64.0,64,4145.777777777777,12736,49749.333333333336,447744,2,7,2,0,1,0,2,316,0.7777777777777778,0.7777777777777778,1,0,11,499,136250,28,29,5,14,3.0,36.333333333333336,62.333333333333336,3.0,0.0,0.0,505,0,0,0,0,0,55.44444444444444,0.3333333333333333,3.111111111111111,0.056112224448897796,10.001911024506525,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
A-f17767,1,1,1,14,12,328.7857142857143,13.642857142857142,39,1152.7857142857142,7761,13833.42857142857,193668,0,13,3,1,0,0,2,650,0.8571428571428571,0.9285714285714286,1,0,21,713,208977,38,35,4,6,3.0,36.333333333333336,115.0,4.0,1.0,0.3333333333333333,701,0,0,0,0,0,50.92857142857143,0.21428571428571427,2.7142857142857144,0.05329593267882188,10.66768414216349,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False
A-5a184f,1,0,1,10,9,317.7,26.6,74,2068.3,9154,24819.6,248196,1,10,0,1,0,0,1,488,0.9,1.0,1,0,18,587,175629,29,30,2,21,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,0.0,561,0,0,0,0,0,58.7,0.3,2.9,0.049403747870528106,10.572028746364468,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
A-7df7a7,7,0,1,15,14,335.53333333333336,19.266666666666666,85,1943.6666666666667,8955,23324.0,349860,2,12,0,2,0,0,1,695,0.9333333333333333,0.8,1,0,3,922,256811,47,36,10,12,3.0,28.0,93.0,4.0,1.0,0.3333333333333333,703,0,0,0,0,0,61.46666666666667,0.2,3.1333333333333333,0.0509761388286334,10.966999786337242,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
A-1ac5e0,33,0,1,10,10,35.7,33.0,33,1824.9,6567,21898.8,218988,3,5,0,0,0,0,0,68,1.0,0.5,0,1,1,558,167904,31,31,7,20,7.0,40.42857142857143,76.0,3.8,0.0,0.0,72,0,0,0,0,0,55.8,0.7,3.1,0.05555555555555555,10.289107598177045,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
A-52dd88,23,0,0,11,11,296.1818181818182,24.636363636363637,30,1508.3636363636363,5174,18100.363636363636,199104,1,7,1,0,1,0,0,646,1.0,0.6363636363636364,1,0,27,516,180823,33,28,4,39,1.0,72.0,111.0,4.0,0.0,0.0,679,0,0,1,0,0,46.90909090909091,0.09090909090909091,3.0,0.06395348837209303,10.272843989907164,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False
A-bece89,26,0,0,6,6,262.5,28.333333333333332,38,3208.3333333333335,5174,38500.0,231000,0,4,1,0,0,0,0,348,1.0,0.6666666666666666,1,0,74,176,48112,13,16,2,3,4.0,32.5,103.75,4.0,1.0,0.25,396,0,0,0,0,0,29.333333333333332,0.6666666666666666,2.1666666666666665,0.07386363636363637,8.348378228145197,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
A-029f69,3,0,0,16,13,77.5625,13.75,34,914.875,4776,10978.5,175656,2,10,2,0,2,0,3,236,0.8125,0.625,1,0,0,789,241275,42,37,9,0,2.0,42.0,108.0,3.0,0.0,0.0,299,0,0,0,0,0,49.3125,0.125,2.625,0.053231939163498096,10.762209409369962,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
A-5c046d,93,0,0,8,8,66.375,93.0,93,10485.75,18507,125829.0,1006632,0,6,0,0,0,0,0,161,1.0,0.75,1,0,11,475,127926,23,27,5,14,1.0,13.0,128.0,3.0,0.0,0.0,178,0,0,0,0,0,59.375,0.125,2.875,0.04842105263157895,9.97426710124873,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
A-fb186e,29,0,0,3,3,19.0,30.333333333333332,33,1923.6666666666667,5771,23084.0,69252,2,2,0,0,0,0,0,45,1.0,0.6666666666666666,1,1,3,207,72170,7,15,3,64,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,0.0,65,0,0,0,0,0,69.0,2.0,2.3333333333333335,0.033816425120772944,8.357711343003901,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
A-ae052e,39,0,0,6,3,124.33333333333333,39.166666666666664,40,1282.1666666666667,1960,15386.0,92316,2,6,1,1,0,1,3,281,0.5,1.0,1,1,14,300,88383,12,24,6,30,4.0,31.25,60.5,4.0,0.0,0.0,477,0,0,0,0,0,50.0,0.6666666666666666,2.0,0.04,9.559319422950411,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
A-9f9299,28,1,0,15,12,175.33333333333334,30.466666666666665,61,2826.866666666667,5572,33922.4,508836,0,9,0,0,0,0,3,400,0.8,0.6,1,0,43,830,258465,54,37,10,5,5.0,36.2,116.2,5.0,0.0,0.0,486,0,0,0,0,0,55.333333333333336,0.3333333333333333,3.6,0.06506024096385542,11.201581416429223,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
A-96e141,14,0,0,7,6,234.57142857142858,24.571428571428573,40,2209.714285714286,4975,26516.571428571428,185616,1,7,0,0,0,0,1,444,0.8571428571428571,1.0,1,0,132,346,81587,19,26,2,14,5.0,32.8,68.4,4.333333333333333,0.0,0.0,507,0,0,0,0,0,49.42857142857143,0.7142857142857143,2.7142857142857144,0.05491329479768786,9.775357076724653,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
A-117171,45,0,1,5,4,49.8,45.0,45,2403.0,8955,28836.0,144180,2,5,0,1,0,1,1,90,0.8,1.0,1,0,14,208,59864,11,15,1,20,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,0.1666666666666666,110,0,0,0,0,0,41.6,1.2,2.2,0.052884615384615384,8.383833230614847,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
A-313be3,47,1,0,11,11,172.0909090909091,47.81818181818182,56,1727.8181818181818,9353,20733.81818181818,228072,6,8,1,0,0,0,0,402,1.0,0.7272727272727273,1,0,15,560,164545,40,33,3,12,4.0,22.5,80.25,5.0,1.0,0.25,412,0,0,0,0,0,50.90909090909091,0.36363636363636365,3.6363636363636362,0.07142857142857142,10.533029482086908,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True
A-671f31,59,0,0,6,6,19.833333333333332,62.833333333333336,82,5064.166666666667,11741,60770.0,364620,1,5,0,1,0,1,0,34,1.0,0.8333333333333334,1,1,3,167,43449,16,13,0,6,7.0,33.0,78.0,4.2,0.0,0.0,37,0,0,0,0,0,27.833333333333332,1.1666666666666667,2.6666666666666665,0.09580838323353294,8.042312726184187,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
A-bbc346,19,0,0,13,11,60.46153846153846,25.76923076923077,50,2547.846153846154,8955,30574.153846153848,397464,3,11,3,2,1,2,2,122,0.8461538461538461,0.8461538461538461,1,1,7,650,179376,37,34,6,8,3.0,45.333333333333336,102.66666666666669,4.5,0.0,0.0,124,0,0,0,0,0,50.0,0.23076923076923078,2.8461538461538463,0.05692307692307692,10.816550011390289,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False
A-c16101,7,0,0,10,10,75.4,15.8,53,1242.2,4378,14906.4,149064,0,9,1,1,0,0,0,116,1.0,0.9,1,0,6,561,185984,29,31,9,11,4.0,28.0,82.0,5.0,1.0,0.25,116,0,0,0,0,0,56.1,0.4,2.9,0.05169340463458111,10.563770729520513,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
A-50f3f7,31,0,1,15,15,173.8,39.0,117,2938.4666666666667,8955,35261.6,528924,2,13,0,2,0,0,0,361,1.0,0.8666666666666667,1,0,14,685,206893,45,30,7,3,6.0,37.833333333333336,67.83333333333333,5.0,1.0,0.1666666666666666,375,0,0,0,0,0,45.666666666666664,0.4,3.0,0.06569343065693431,10.703064345593026,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False
A-7da956,13,1,0,12,10,107.83333333333333,14.916666666666666,26,913.5833333333334,2985,10963.0,131556,3,11,1,2,0,2,2,199,0.8333333333333334,0.9166666666666666,1,0,45,543,150431,35,28,4,9,3.0,32.666666666666664,88.0,5.0,0.0,0.0,212,0,0,0,0,0,45.25,0.25,2.9166666666666665,0.06445672191528545,10.53146146726599,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True
A-019782,11,0,0,9,8,317.3333333333333,13.666666666666666,17,928.1111111111111,3184,11137.333333333334,100236,2,6,1,0,0,0,1,572,0.8888888888888888,0.6666666666666666,0,1,27,562,160848,30,28,3,11,2.0,10.0,107.0,3.0,0.0,0.0,622,0,0,0,0,0,62.44444444444444,0.2222222222222222,3.3333333333333335,0.05338078291814947,10.128115987979863,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
A-df10db,2,1,0,11,10,294.1818181818182,17.09090909090909,68,1066.3636363636363,6567,12796.363636363636,140760,1,9,2,0,0,0,1,480,0.9090909090909091,0.8181818181818182,1,0,71,697,214976,40,31,2,7,2.0,68.5,86.5,3.0,1.0,0.5,574,0,0,0,0,0,63.36363636363637,0.18181818181818182,3.6363636363636362,0.05738880918220947,10.181556414196507,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
A-3932db,19,1,1,9,8,147.0,29.88888888888889,58,1565.2222222222222,6965,18782.666666666668,169044,3,9,2,1,0,0,1,387,0.8888888888888888,1.0,1,1,0,434,134963,28,28,4,10,6.0,41.0,86.5,4.333333333333333,0.0,0.0,454,0,0,0,0,0,48.22222222222222,0.6666666666666666,3.111111111111111,0.06451612903225806,10.036727882580536,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
A-4f18f0,24,1,0,12,9,129.58333333333334,27.083333333333332,59,2522.0,11741,30264.0,363168,2,9,0,1,0,0,3,250,0.75,0.75,1,0,11,544,168051,25,33,6,9,5.0,39.2,61.4,4.0,0.0,0.0,254,0,0,0,0,0,45.333333333333336,0.4166666666666667,2.0833333333333335,0.04595588235294118,10.493200240848033,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
A-4c6f11,24,1,1,5,5,209.4,26.8,35,1517.2,4776,18206.4,91032,0,3,0,1,0,0,0,276,1.0,0.6,1,0,152,268,84855,4,20,1,8,3.0,44.666666666666664,63.0,4.333333333333333,0.0,0.0,400,0,0,0,0,0,53.6,0.6,0.8,0.014925373134328358,9.497940284986955,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
A-8ae05d,86,0,0,7,6,115.28571428571429,86.0,86,3747.1428571428573,17114,44965.71428571428,314760,2,5,0,0,0,0,1,213,0.8571428571428571,0.7142857142857143,1,1,18,203,77446,10,16,1,7,1.0,47.0,48.0,4.0,0.0,0.0,269,0,0,0,0,0,29.0,0.14285714285714285,1.4285714285714286,0.04926108374384237,8.869313633466934,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
A-b78bf8,33,0,0,8,8,25.875,35.0,49,2802.875,9751,33634.5,269076,1,8,1,1,1,1,0,44,1.0,1.0,1,0,3,421,123802,11,24,7,25,5.0,24.2,88.8,4.2,0.0,0.0,46,0,0,0,0,0,52.625,0.625,1.375,0.026128266033254157,10.026989808737943,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
A-eafc6e,27,0,1,7,7,214.85714285714286,36.0,76,2318.4285714285716,6766,27821.14285714286,194748,2,6,0,0,0,0,0,511,1.0,0.8571428571428571,1,1,62,300,90218,15,23,3,31,1.0,64.0,136.0,4.0,0.0,0.0,544,0,0,1,0,0,42.857142857142854,0.14285714285714285,2.142857142857143,0.05,9.599449809382534,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True
A-37f969,30,0,0,8,8,285.125,32.625,51,2869.875,5970,34438.5,275508,0,6,2,0,0,0,0,434,1.0,0.75,1,0,110,312,107852,14,25,5,6,5.0,22.2,94.0,3.6666666666666665,1.0,0.2,444,0,0,0,0,0,39.0,0.625,1.75,0.04487179487179487,9.440357420869327,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
A-10b8f2,47,1,0,12,12,382.4166666666667,52.666666666666664,103,2559.9166666666665,9353,30719.0,368628,3,8,1,0,0,0,0,695,1.0,0.6666666666666666,1,0,15,560,173183,23,29,10,5,3.0,46.333333333333336,67.0,4.333333333333333,0.0,0.0,720,0,0,0,0,0,46.666666666666664,0.25,1.9166666666666667,0.04107142857142857,10.546394477661043,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
A-439b2f,1,0,1,6,5,159.66666666666666,11.0,26,299.3333333333333,1274,3592.0,21552,1,5,1,0,1,0,1,297,0.8333333333333334,0.8333333333333334,1,0,4,171,54271,5,14,2,2,3.0,18.333333333333332,85.33333333333333,4.0,0.0,0.0,314,0,0,1,0,0,28.5,0.5,0.8333333333333334,0.029239766081871343,8.584345847506306,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True
A-544d0a,2,1,0,10,10,111.2,17.1,64,1849.2,12736,22190.4,221904,1,7,1,2,1,1,0,221,1.0,0.7,0,0,12,510,152826,22,27,7,13,2.0,38.5,98.0,4.0,1.0,0.5,243,0,0,0,0,0,51.0,0.2,2.2,0.043137254901960784,10.052887825869105,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
A-ba6516,27,0,0,13,13,212.07692307692307,30.615384615384617,55,2183.0,7562,26196.0,340548,3,10,1,3,0,1,0,356,1.0,0.7692307692307693,1,0,37,642,213554,32,31,8,12,6.0,31.5,71.0,4.0,0.0,0.0,429,0,0,0,0,0,49.38461538461539,0.46153846153846156,2.4615384615384617,0.04984423676012461,10.567274827852108,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False
A-712426,9,0,0,15,13,22.133333333333333,22.866666666666667,119,746.4666666666667,2587,8957.6,134364,3,15,2,0,2,0,2,51,0.8666666666666667,1.0,1,1,0,696,214681,31,32,6,4,6.0,37.333333333333336,79.16666666666667,4.4,0.0,0.0,51,0,0,0,0,0,46.4,0.4,2.066666666666667,0.04454022988505747,10.820591822801717,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
A-038089,5,0,1,3,3,116.33333333333333,15.333333333333334,36,701.3333333333334,1764,8416.0,25248,0,3,0,0,0,0,0,187,1.0,1.0,1,0,1,210,63673,15,15,1,33,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,0.0,378,0,0,0,0,0,70.0,2.0,5.0,0.07142857142857142,8.183970665239656,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
A-afa505,70,1,0,9,8,187.11111111111111,70.0,70,7334.444444444444,13930,88013.33333333333,792120,2,5,2,1,1,0,1,358,0.8888888888888888,0.5555555555555556,0,0,42,507,162673,28,33,8,1,4.0,37.25,88.25,3.0,1.0,0.25,370,0,0,0,0,0,56.333333333333336,0.4444444444444444,3.111111111111111,0.055226824457593686,9.994596738795563,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
A-d5a319,15,0,1,12,12,287.4166666666667,24.416666666666668,70,3153.9166666666665,13930,37847.0,454164,2,10,3,2,0,0,0,553,1.0,0.8333333333333334,1,0,42,604,212655,43,32,5,11,1.0,17.0,132.0,4.0,1.0,1.0,607,0,0,0,0,0,50.333333333333336,0.08333333333333333,3.5833333333333335,0.07119205298013245,10.024942421263326,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
A-f97b9a,16,0,0,11,11,208.9090909090909,27.272727272727273,65,2166.6363636363635,7164,25999.636363636364,285996,4,8,1,0,1,0,0,478,1.0,0.7272727272727273,1,0,23,561,173241,33,29,6,2,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,0.0,541,0,0,0,0,0,51.0,0.6363636363636364,3.0,0.058823529411764705,10.19615734207278,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False
A-2f6a32,19,0,0,11,9,52.45454545454545,23.181818181818183,47,683.0,1617,8196.0,90156,2,11,1,0,1,0,2,106,0.8181818181818182,1.0,1,0,23,654,207283,46,32,6,4,2.0,41.0,72.0,3.5,0.0,0.0,127,0,0,0,0,0,59.45454545454545,0.18181818181818182,4.181818181818182,0.07033639143730887,10.459006294460643,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
A-856b1e,19,0,0,6,6,322.0,24.666666666666668,36,1053.5,1764,12642.0,75852,1,5,1,0,0,0,0,425,1.0,0.8333333333333334,1,1,75,230,63418,24,17,4,24,5.0,36.0,79.4,4.0,1.0,0.2,427,0,0,1,0,0,38.333333333333336,0.8333333333333334,4.0,0.10434782608695652,8.50271700464984,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True
A-17939a,1,0,0,11,9,2.090909090909091,28.181818181818183,86,879.0,2587,10548.0,116028,1,9,0,0,0,0,2,5,0.8181818181818182,0.8181818181818182,1,0,0,440,121725,43,25,5,27,7.0,38.0,83.42857142857143,4.5,0.0,0.0,5,0,0,0,0,0,40.0,0.6363636363636364,3.909090909090909,0.09772727272727273,9.824414140741057,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
A-d27f50,44,0,0,12,9,58.5,44.416666666666664,48,3734.5833333333335,9552,44815.0,537780,2,9,1,0,1,0,3,147,0.75,0.75,0,0,2,481,170101,31,29,4,12,4.0,37.5,116.5,3.75,0.0,0.0,164,0,0,0,0,0,40.083333333333336,0.3333333333333333,2.5833333333333335,0.06444906444906445,10.1110628401341,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
A-e36807,6,0,0,10,9,96.3,31.6,81,1256.9,2786,15082.8,150828,2,8,0,0,0,0,1,213,0.9,0.8,1,0,8,446,140849,27,27,4,2,2.0,41.0,152.0,4.5,0.0,0.0,228,0,0,0,0,0,44.6,0.2,2.7,0.06053811659192825,10.207072521829131,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
A-ff79f2,8,0,1,9,7,78.55555555555556,30.555555555555557,83,3097.0,16517,37164.0,334476,1,6,2,0,2,0,2,216,0.7777777777777778,0.6666666666666666,1,0,0,393,133848,12,24,4,39,2.0,50.0,82.5,4.0,0.0,0.0,250,0,0,1,0,0,43.666666666666664,0.2222222222222222,1.3333333333333333,0.030534351145038167,9.986999422885388,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
A-5b1bcd,73,0,0,15,14,260.0,73.0,73,8886.533333333333,14527,106638.4,1599576,1,13,3,0,2,0,1,443,0.9333333333333333,0.8666666666666667,0,0,0,869,251284,54,34,6,0,4.0,43.25,92.5,4.5,0.0,0.0,472,0,0,0,0,0,57.93333333333333,0.26666666666666666,3.6,0.06214039125431531,11.0714726501998,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False
A-71615e,15,0,0,13,13,107.46153846153847,31.923076923076923,73,3131.769230769231,11940,37581.230769230766,488556,2,10,3,0,1,0,0,187,1.0,0.7692307692307693,1,0,25,620,194799,41,29,4,9,1.0,49.0,77.0,4.0,0.0,0.0,227,0,0,1,0,0,47.69230769230769,0.07692307692307693,3.1538461538461537,0.06612903225806452,10.482652533074543,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
A-794a0b,23,0,0,7,7,296.42857142857144,25.857142857142858,35,1510.7142857142858,6169,18128.571428571428,126900,2,5,0,0,0,0,0,512,1.0,0.7142857142857143,1,0,179,347,94200,31,28,1,11,0.0,36.0,88.29166666666666,4.0,0.0,0.0,578,1,1,1,0,0,49.57142857142857,0.0,4.428571428571429,0.0893371757925072,9.772812430798414,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
A-86902e,34,0,0,10,9,278.8,36.7,61,3604.1,12139,43249.2,432492,2,9,2,0,0,0,1,520,0.9,0.9,1,0,20,628,202329,36,32,6,19,9.0,40.888888888888886,71.44444444444444,3.5,0.0,0.0,609,0,0,0,0,0,62.8,0.9,3.6,0.05732484076433121,10.304014614345265,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
A-0532a9,19,0,0,10,10,49.5,20.9,27,1516.1,5373,18193.2,181932,0,5,4,1,4,1,0,96,1.0,0.5,0,0,5,519,157792,30,30,7,6,8.0,30.75,73.375,3.0,0.0,0.0,97,0,0,0,0,0,51.9,0.8,3.0,0.057803468208092484,9.948798675020157,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
A-9779ad,40,1,1,10,10,141.9,40.0,40,5168.0,7960,62016.0,620160,2,5,0,0,0,0,0,268,1.0,0.5,0,0,15,413,109079,25,29,3,11,3.0,20.666666666666668,116.33333333333331,5.0,0.0,0.0,277,0,0,0,0,0,41.3,0.3,2.5,0.06053268765133172,10.299399917230811,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
A-f45426,9,0,0,11,9,65.9090909090909,19.818181818181817,57,1571.7272727272727,9154,18860.727272727272,207468,3,8,0,3,0,2,2,148,0.8181818181818182,0.7272727272727273,0,0,2,624,191651,49,33,5,5,3.0,17.0,69.0,4.0,0.0,0.0,148,0,0,0,0,0,56.72727272727273,0.2727272727272727,4.454545454545454,0.07852564102564102,10.50330215104254,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True
A-c1e51e,3,0,0,10,7,31.6,23.5,55,2390.5,10945,28686.0,286860,0,10,1,1,1,1,3,72,0.7,1.0,1,0,0,518,152228,36,28,7,6,5.0,40.0,75.6,3.2,0.0,0.0,90,0,0,0,0,0,51.8,0.5,3.6,0.0694980694980695,9.946709365662015,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
A-fa3095,70,0,0,12,12,207.0,70.0,70,5769.166666666667,13930,69230.0,830760,1,12,0,0,0,0,0,470,1.0,1.0,1,0,1,600,202100,42,31,5,16,5.0,49.2,84.0,5.0,0.0,0.0,485,0,0,0,0,0,50.0,0.4166666666666667,3.5,0.07,10.660164170668269,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
