account_id,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,total_subscriptions,active_subscriptions,avg_subscription_duration_days,avg_sub_seats,max_sub_seats,avg_mrr_amount,max_mrr_amount,avg_arr_amount,total_arr_amount,trial_subscription_count,auto_renew_count,upgrade_count,downgrade_count,recent_upgrade_90d,recent_downgrade_90d,ended_subscriptions_count,max_subscription_duration_days,active_subscription_ratio,auto_renew_ratio,latest_plan_tier,latest_billing_frequency,latest_auto_renew_flag,latest_is_trial,days_since_last_subscription_change,total_usage_count,total_usage_duration_secs,total_error_count,unique_feature_count,beta_feature_usage_count,last_usage_date,days_since_last_usage,total_tickets,avg_resolution_time_hours,avg_first_response_time_minutes,avg_satisfaction_score,escalation_count,latest_ticket_date,escalation_ratio,reference_date,account_age_days,avg_resolution_time_hours_missing_flag,avg_first_response_time_minutes_missing_flag,avg_satisfaction_score_missing_flag,is_inactive_user,has_no_ticket_history,usage_per_subscription,ticket_per_subscription,error_per_subscription,error_rate,health_score,churn_event_count,latest_churn_date,latest_reason_code,total_refund_amount_usd,reactivation_count
A-5a184f,DevTools,DE,2023-06-19,other,Enterprise,1,0,1,10,9,317.7,26.6,74,2068.3,9154,24819.6,248196,1,10,0,1,0,0,1,488,0.9,1.0,Basic,annual,1,0,18,587,175629,29,30,2,2024-12-10,21,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,2024-04-13 00:00:00,0.0,2024-12-31,561,0,0,0,0,0,58.7,0.3,2.9,0.0494037478705281,10.572028746364468,3.0,2024-09-11,features,0.0,0.0
A-7df7a7,DevTools,US,2023-01-28,organic,Basic,7,0,1,15,14,335.53333333333336,19.266666666666666,85,1943.6666666666667,8955,23324.0,349860,2,12,0,2,0,0,1,695,0.9333333333333332,0.8,Enterprise,annual,1,0,3,922,256811,47,36,10,2024-12-19,12,3.0,28.0,93.0,4.0,1.0,2024-03-19 00:00:00,0.3333333333333333,2024-12-31,703,0,0,0,0,0,61.46666666666667,0.2,3.1333333333333333,0.0509761388286334,10.966999786337242,1.0,2024-07-10,budget,0.0,0.0
A-1ac5e0,DevTools,US,2024-10-20,event,Basic,33,0,1,10,10,35.7,33.0,33,1824.9,6567,21898.8,218988,3,5,0,0,0,0,0,68,1.0,0.5,Enterprise,monthly,0,1,1,558,167904,31,31,7,2024-12-11,20,7.0,40.42857142857143,76.0,3.8,0.0,2024-09-03 00:00:00,0.0,2024-12-31,72,0,0,0,0,0,55.8,0.7,3.1,0.0555555555555555,10.289107598177043,,,,,
A-52dd88,Cybersecurity,US,2023-02-21,ads,Pro,23,0,0,11,11,296.1818181818182,24.63636363636364,30,1508.3636363636365,5174,18100.36363636364,199104,1,7,1,0,1,0,0,646,1.0,0.6363636363636364,Pro,annual,1,0,27,516,180823,33,28,4,2024-11-22,39,1.0,72.0,111.0,4.0,0.0,2023-12-14 00:00:00,0.0,2024-12-31,679,0,0,1,0,0,46.90909090909091,0.0909090909090909,3.0,0.063953488372093,10.272843989907164,,,,,
A-bece89,Cybersecurity,IN,2023-12-01,event,Pro,26,0,0,6,6,262.5,28.33333333333333,38,3208.333333333333,5174,38500.0,231000,0,4,1,0,0,0,0,348,1.0,0.6666666666666666,Pro,annual,1,0,74,176,48112,13,16,2,2024-12-28,3,4.0,32.5,103.75,4.0,1.0,2024-05-28 00:00:00,0.25,2024-12-31,396,0,0,0,0,0,29.33333333333333,0.6666666666666666,2.1666666666666665,0.0738636363636363,8.348378228145197,2.0,2024-07-27,budget,109.75999999999999,0.0
A-029f69,Cybersecurity,CA,2024-03-07,event,Basic,3,0,0,16,13,77.5625,13.75,34,914.875,4776,10978.5,175656,2,10,2,0,2,0,3,236,0.8125,0.625,Basic,annual,1,0,0,789,241275,42,37,9,2024-12-31,0,2.0,42.0,108.0,3.0,0.0,2024-04-18 00:00:00,0.0,2024-12-31,299,0,0,0,0,0,49.3125,0.125,2.625,0.053231939163498,10.762209409369962,3.0,2024-12-14,competitor,32.73,0.0
A-5c046d,EdTech,FR,2024-07-06,partner,Basic,93,0,0,8,8,66.375,93.0,93,10485.75,18507,125829.0,1006632,0,6,0,0,0,0,0,161,1.0,0.75,Enterprise,annual,1,0,11,475,127926,23,27,5,2024-12-17,14,1.0,13.0,128.0,3.0,0.0,2024-03-08 00:00:00,0.0,2024-12-31,178,0,0,0,0,0,59.375,0.125,2.875,0.0484210526315789,9.97426710124873,,,,,
A-fb186e,EdTech,IN,2024-10-27,organic,Basic,29,0,0,3,3,19.0,30.33333333333333,33,1923.6666666666667,5771,23084.0,69252,2,2,0,0,0,0,0,45,1.0,0.6666666666666666,Enterprise,annual,1,1,3,207,72170,7,15,3,2024-10-28,64,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,2024-07-28 00:00:00,0.0,2024-12-31,65,0,0,0,0,0,69.0,2.0,2.333333333333333,0.0338164251207729,8.357711343003901,,,,,
A-ae052e,FinTech,CA,2023-09-11,other,Basic,39,0,0,6,3,124.33333333333331,39.16666666666666,40,1282.1666666666667,1960,15386.0,92316,2,6,1,1,0,1,3,281,0.5,1.0,Basic,annual,1,1,14,300,88383,12,24,6,2024-12-01,30,4.0,31.25,60.5,4.0,0.0,2024-01-02 00:00:00,0.0,2024-12-31,477,0,0,0,0,0,50.0,0.6666666666666666,2.0,0.04,9.559319422950413,4.0,2024-12-14,competitor,0.0,0.0
A-9f9299,FinTech,US,2023-09-02,organic,Enterprise,28,1,0,15,12,175.33333333333334,30.466666666666665,61,2826.866666666667,5572,33922.4,508836,0,9,0,0,0,0,3,400,0.8,0.6,Pro,annual,1,0,43,830,258465,54,37,10,2024-12-26,5,5.0,36.2,116.2,5.0,0.0,2024-12-28 00:00:00,0.0,2024-12-31,486,0,0,0,0,0,55.333333333333336,0.3333333333333333,3.6,0.0650602409638554,11.201581416429224,2.0,2024-10-08,competitor,0.0,0.0
A-96e141,DevTools,UK,2023-08-12,partner,Basic,14,0,0,7,6,234.57142857142856,24.571428571428573,40,2209.714285714286,4975,26516.571428571428,185616,1,7,0,0,0,0,1,444,0.8571428571428571,1.0,Enterprise,monthly,1,0,132,346,81587,19,26,2,2024-12-17,14,5.0,32.8,68.4,4.333333333333333,0.0,2024-04-15 00:00:00,0.0,2024-12-31,507,0,0,0,0,0,49.42857142857143,0.7142857142857143,2.7142857142857144,0.0549132947976878,9.775357076724651,2.0,2024-09-22,budget,43.53,0.0
A-117171,HealthTech,FR,2024-09-12,organic,Basic,45,0,1,5,4,49.8,45.0,45,2403.0,8955,28836.0,144180,2,5,0,1,0,1,1,90,0.8,1.0,Pro,annual,1,0,14,208,59864,11,15,1,2024-12-11,20,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,2024-12-12 00:00:00,0.1666666666666666,2024-12-31,110,0,0,0,0,0,41.6,1.2,2.2,0.0528846153846153,8.383833230614847,3.0,2024-11-14,pricing,102.86,0.0
A-313be3,EdTech,US,2023-11-15,partner,Enterprise,47,1,0,11,11,172.0909090909091,47.81818181818182,56,1727.8181818181818,9353,20733.81818181818,228072,6,8,1,0,0,0,0,402,1.0,0.7272727272727273,Pro,monthly,1,0,15,560,164545,40,33,3,2024-12-19,12,4.0,22.5,80.25,5.0,1.0,2024-11-09 00:00:00,0.25,2024-12-31,412,0,0,0,0,0,50.90909090909091,0.3636363636363636,3.636363636363636,0.0714285714285714,10.533029482086908,2.0,2024-03-23,competitor,43.03,0.0
A-671f31,DevTools,US,2024-11-24,ads,Basic,59,0,0,6,6,19.83333333333333,62.833333333333336,82,5064.166666666667,11741,60770.0,364620,1,5,0,1,0,1,0,34,1.0,0.8333333333333334,Enterprise,annual,1,1,3,167,43449,16,13,0,2024-12-25,6,7.0,33.0,78.0,4.2,0.0,2024-07-24 00:00:00,0.0,2024-12-31,37,0,0,0,0,0,27.83333333333333,1.1666666666666667,2.6666666666666665,0.0958083832335329,8.042312726184187,,,,,
A-bbc346,FinTech,US,2024-08-29,partner,Enterprise,19,0,0,13,11,60.46153846153846,25.76923076923077,50,2547.846153846154,8955,30574.153846153848,397464,3,11,3,2,1,2,2,122,0.8461538461538461,0.8461538461538461,Pro,annual,1,1,7,650,179376,37,34,6,2024-12-23,8,3.0,45.333333333333336,102.66666666666669,4.5,0.0,2024-09-05 00:00:00,0.0,2024-12-31,124,0,0,0,0,0,50.0,0.2307692307692307,2.8461538461538463,0.0569230769230769,10.816550011390287,2.0,2024-11-03,competitor,15.46,0.0
A-c16101,EdTech,IN,2024-09-06,other,Basic,7,0,0,10,10,75.4,15.8,53,1242.2,4378,14906.4,149064,0,9,1,1,0,0,0,116,1.0,0.9,Pro,monthly,1,0,6,561,185984,29,31,9,2024-12-20,11,4.0,28.0,82.0,5.0,1.0,2024-12-08 00:00:00,0.25,2024-12-31,116,0,0,0,0,0,56.1,0.4,2.9,0.0516934046345811,10.563770729520511,2.0,2024-12-19,features,0.0,1.0
A-50f3f7,HealthTech,US,2023-12-22,partner,Basic,31,0,1,15,15,173.8,39.0,117,2938.4666666666667,8955,35261.6,528924,2,13,0,2,0,0,0,361,1.0,0.8666666666666667,Enterprise,annual,1,0,14,685,206893,45,30,7,2024-12-28,3,6.0,37.833333333333336,67.83333333333333,5.0,1.0,2024-09-01 00:00:00,0.1666666666666666,2024-12-31,375,0,0,0,0,0,45.66666666666666,0.4,3.0,0.0656934306569343,10.703064345593026,,,,,
A-7da956,Cybersecurity,US,2024-06-02,event,Pro,13,1,0,12,10,107.83333333333331,14.916666666666666,26,913.5833333333334,2985,10963.0,131556,3,11,1,2,0,2,2,199,0.8333333333333334,0.9166666666666666,Enterprise,monthly,1,0,45,543,150431,35,28,4,2024-12-22,9,3.0,32.666666666666664,88.0,5.0,0.0,2024-07-12 00:00:00,0.0,2024-12-31,212,0,0,0,0,0,45.25,0.25,2.9166666666666665,0.0644567219152854,10.53146146726599,,,,,
A-019782,DevTools,FR,2023-04-19,event,Enterprise,11,0,0,9,8,317.3333333333333,13.666666666666666,17,928.1111111111112,3184,11137.333333333334,100236,2,6,1,0,0,0,1,572,0.8888888888888888,0.6666666666666666,Enterprise,annual,0,1,27,562,160848,30,28,3,2024-12-20,11,2.0,10.0,107.0,3.0,0.0,2024-12-01 00:00:00,0.0,2024-12-31,622,0,0,0,0,0,62.44444444444444,0.2222222222222222,3.333333333333333,0.0533807829181494,10.128115987979864,,,,,
A-df10db,DevTools,US,2023-06-06,other,Enterprise,2,1,0,11,10,294.1818181818182,17.09090909090909,68,1066.3636363636365,6567,12796.363636363636,140760,1,9,2,0,0,0,1,480,0.9090909090909092,0.8181818181818182,Enterprise,monthly,1,0,71,697,214976,40,31,2,2024-12-24,7,2.0,68.5,86.5,3.0,1.0,2024-09-11 00:00:00,0.5,2024-12-31,574,0,0,0,0,0,63.36363636363637,0.1818181818181818,3.636363636363636,0.0573888091822094,10.181556414196509,2.0,2024-07-12,competitor,0.0,0.0
A-3932db,HealthTech,CA,2023-10-04,other,Pro,19,1,1,9,8,147.0,29.88888888888889,58,1565.2222222222222,6965,18782.666666666668,169044,3,9,2,1,0,0,1,387,0.8888888888888888,1.0,Enterprise,monthly,1,1,0,434,134963,28,28,4,2024-12-21,10,6.0,41.0,86.5,4.333333333333333,0.0,2024-09-22 00:00:00,0.0,2024-12-31,454,0,0,0,0,0,48.22222222222222,0.6666666666666666,3.111111111111111,0.064516129032258,10.036727882580536,,,,,
A-4f18f0,DevTools,CA,2024-04-21,other,Pro,24,1,0,12,9,129.58333333333334,27.08333333333333,59,2522.0,11741,30264.0,363168,2,9,0,1,0,0,3,250,0.75,0.75,Basic,monthly,1,0,11,544,168051,25,33,6,2024-12-22,9,5.0,39.2,61.4,4.0,0.0,2024-08-04 00:00:00,0.0,2024-12-31,254,0,0,0,0,0,45.333333333333336,0.4166666666666667,2.083333333333333,0.0459558823529411,10.493200240848031,2.0,2024-12-01,features,0.0,0.0
A-4c6f11,FinTech,CA,2023-11-27,organic,Pro,24,1,1,5,5,209.4,26.8,35,1517.2,4776,18206.4,91032,0,3,0,1,0,0,0,276,1.0,0.6,Basic,monthly,1,0,152,268,84855,4,20,1,2024-12-23,8,3.0,44.66666666666666,63.0,4.333333333333333,0.0,2023-12-06 00:00:00,0.0,2024-12-31,400,0,0,0,0,0,53.6,0.6,0.8,0.0149253731343283,9.497940284986957,2.0,2024-10-18,competitor,0.0,0.0
A-8ae05d,FinTech,IN,2024-04-06,other,Enterprise,86,0,0,7,6,115.28571428571428,86.0,86,3747.142857142857,17114,44965.71428571428,314760,2,5,0,0,0,0,1,213,0.8571428571428571,0.7142857142857143,Enterprise,monthly,1,1,18,203,77446,10,16,1,2024-12-24,7,1.0,47.0,48.0,4.0,0.0,2023-08-06 00:00:00,0.0,2024-12-31,269,0,0,0,0,0,29.0,0.1428571428571428,1.4285714285714286,0.0492610837438423,8.869313633466934,1.0,2024-08-30,unknown,0.0,0.0
A-b78bf8,DevTools,US,2024-11-15,event,Pro,33,0,0,8,8,25.875,35.0,49,2802.875,9751,33634.5,269076,1,8,1,1,1,1,0,44,1.0,1.0,Pro,monthly,1,0,3,421,123802,11,24,7,2024-12-06,25,5.0,24.2,88.8,4.2,0.0,2024-12-17 00:00:00,0.0,2024-12-31,46,0,0,0,0,0,52.625,0.625,1.375,0.0261282660332541,10.026989808737945,1.0,2024-12-06,unknown,0.0,0.0
A-eafc6e,DevTools,US,2023-07-06,partner,Pro,27,0,1,7,7,214.8571428571429,36.0,76,2318.428571428572,6766,27821.14285714286,194748,2,6,0,0,0,0,0,511,1.0,0.8571428571428571,Basic,monthly,1,1,62,300,90218,15,23,3,2024-11-30,31,1.0,64.0,136.0,4.0,0.0,2023-07-14 00:00:00,0.0,2024-12-31,544,0,0,1,0,0,42.85714285714285,0.1428571428571428,2.142857142857143,0.05,9.599449809382534,2.0,2024-12-12,unknown,0.0,0.0
A-37f969,HealthTech,IN,2023-10-14,partner,Enterprise,30,0,0,8,8,285.125,32.625,51,2869.875,5970,34438.5,275508,0,6,2,0,0,0,0,434,1.0,0.75,Enterprise,annual,1,0,110,312,107852,14,25,5,2024-12-25,6,5.0,22.2,94.0,3.6666666666666665,1.0,2024-04-12 00:00:00,0.2,2024-12-31,444,0,0,0,0,0,39.0,0.625,1.75,0.0448717948717948,9.440357420869327,4.0,2024-12-12,pricing,146.86,0.0
A-10b8f2,HealthTech,DE,2023-01-11,organic,Basic,47,1,0,12,12,382.4166666666667,52.66666666666666,103,2559.9166666666665,9353,30719.0,368628,3,8,1,0,0,0,0,695,1.0,0.6666666666666666,Pro,annual,1,0,15,560,173183,23,29,10,2024-12-26,5,3.0,46.333333333333336,67.0,4.333333333333333,0.0,2024-01-31 00:00:00,0.0,2024-12-31,720,0,0,0,0,0,46.66666666666666,0.25,1.9166666666666667,0.0410714285714285,10.546394477661044,1.0,2024-06-04,support,0.0,0.0
A-439b2f,DevTools,US,2024-02-21,ads,Enterprise,1,0,1,6,5,159.66666666666666,11.0,26,299.3333333333333,1274,3592.0,21552,1,5,1,0,1,0,1,297,0.8333333333333334,0.8333333333333334,Pro,monthly,1,0,4,171,54271,5,14,2,2024-12-29,2,3.0,18.33333333333333,85.33333333333333,4.0,0.0,2024-12-12 00:00:00,0.0,2024-12-31,314,0,0,1,0,0,28.5,0.5,0.8333333333333334,0.0292397660818713,8.584345847506306,2.0,2024-11-18,pricing,17.06,1.0
A-544d0a,DevTools,US,2024-05-02,organic,Basic,2,1,0,10,10,111.2,17.1,64,1849.2,12736,22190.4,221904,1,7,1,2,1,1,0,221,1.0,0.7,Enterprise,annual,0,0,12,510,152826,22,27,7,2024-12-18,13,2.0,38.5,98.0,4.0,1.0,2024-04-19 00:00:00,0.5,2024-12-31,243,0,0,0,0,0,51.0,0.2,2.2,0.0431372549019607,10.052887825869105,,,,,
A-ba6516,FinTech,US,2023-10-29,ads,Pro,27,0,0,13,13,212.07692307692307,30.615384615384617,55,2183.0,7562,26196.0,340548,3,10,1,3,0,1,0,356,1.0,0.7692307692307693,Enterprise,annual,1,0,37,642,213554,32,31,8,2024-12-19,12,6.0,31.5,71.0,4.0,0.0,2024-12-25 00:00:00,0.0,2024-12-31,429,0,0,0,0,0,49.38461538461539,0.4615384615384615,2.4615384615384617,0.0498442367601246,10.567274827852108,1.0,2024-03-17,budget,0.0,0.0
A-712426,HealthTech,US,2024-11-10,other,Enterprise,9,0,0,15,13,22.133333333333333,22.866666666666667,119,746.4666666666667,2587,8957.6,134364,3,15,2,0,2,0,2,51,0.8666666666666667,1.0,Enterprise,annual,1,1,0,696,214681,31,32,6,2024-12-27,4,6.0,37.333333333333336,79.16666666666667,4.4,0.0,2024-12-10 00:00:00,0.0,2024-12-31,51,0,0,0,0,0,46.4,0.4,2.066666666666667,0.0445402298850574,10.820591822801717,3.0,2024-12-23,pricing,0.0,2.0
A-038089,DevTools,FR,2023-12-19,other,Pro,5,0,1,3,3,116.33333333333331,15.333333333333334,36,701.3333333333334,1764,8416.0,25248,0,3,0,0,0,0,0,187,1.0,1.0,Basic,annual,1,0,1,210,63673,15,15,1,2024-11-28,33,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,2024-05-25 00:00:00,0.0,2024-12-31,378,0,0,0,0,0,70.0,2.0,5.0,0.0714285714285714,8.183970665239656,2.0,2024-12-25,competitor,19.34,0.0
A-afa505,DevTools,US,2023-12-27,partner,Basic,70,1,0,9,8,187.11111111111111,70.0,70,7334.444444444444,13930,88013.33333333333,792120,2,5,2,1,1,0,1,358,0.8888888888888888,0.5555555555555556,Enterprise,monthly,0,0,42,507,162673,28,33,8,2024-12-30,1,4.0,37.25,88.25,3.0,1.0,2024-09-25 00:00:00,0.25,2024-12-31,370,0,0,0,0,0,56.333333333333336,0.4444444444444444,3.111111111111111,0.0552268244575936,9.994596738795565,1.0,2024-03-02,support,0.0,0.0
A-d5a319,FinTech,US,2023-05-04,other,Enterprise,15,0,1,12,12,287.4166666666667,24.416666666666668,70,3153.9166666666665,13930,37847.0,454164,2,10,3,2,0,0,0,553,1.0,0.8333333333333334,Enterprise,annual,1,0,42,604,212655,43,32,5,2024-12-20,11,1.0,17.0,132.0,4.0,1.0,2024-09-17 00:00:00,1.0,2024-12-31,607,0,0,0,0,0,50.333333333333336,0.0833333333333333,3.583333333333333,0.0711920529801324,10.024942421263326,,,,,
A-f97b9a,FinTech,US,2023-07-09,event,Pro,16,0,0,11,11,208.9090909090909,27.272727272727277,65,2166.6363636363635,7164,25999.636363636364,285996,4,8,1,0,1,0,0,478,1.0,0.7272727272727273,Pro,annual,1,0,23,561,173241,33,29,6,2024-12-29,2,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,2024-11-14 00:00:00,0.0,2024-12-31,541,0,0,0,0,0,51.0,0.6363636363636364,3.0,0.0588235294117647,10.19615734207278,,,,,
A-2f6a32,HealthTech,US,2024-08-26,organic,Basic,19,0,0,11,9,52.45454545454545,23.181818181818183,47,683.0,1617,8196.0,90156,2,11,1,0,1,0,2,106,0.8181818181818182,1.0,Basic,annual,1,0,23,654,207283,46,32,6,2024-12-27,4,2.0,41.0,72.0,3.5,0.0,2024-05-06 00:00:00,0.0,2024-12-31,127,0,0,0,0,0,59.45454545454545,0.1818181818181818,4.181818181818182,0.0703363914373088,10.459006294460645,,,,,
A-856b1e,FinTech,US,2023-10-31,partner,Basic,19,0,0,6,6,322.0,24.666666666666668,36,1053.5,1764,12642.0,75852,1,5,1,0,0,0,0,425,1.0,0.8333333333333334,Basic,monthly,1,1,75,230,63418,24,17,4,2024-12-07,24,5.0,36.0,79.4,4.0,1.0,2024-09-15 00:00:00,0.2,2024-12-31,427,0,0,1,0,0,38.333333333333336,0.8333333333333334,4.0,0.1043478260869565,8.50271700464984,,,,,
A-17939a,HealthTech,US,2024-12-26,organic,Basic,1,0,0,11,9,2.090909090909091,28.181818181818183,86,879.0,2587,10548.0,116028,1,9,0,0,0,0,2,5,0.8181818181818182,0.8181818181818182,Basic,annual,1,0,0,440,121725,43,25,5,2024-12-04,27,7.0,38.0,83.42857142857143,4.5,0.0,2024-08-14 00:00:00,0.0,2024-12-31,5,0,0,0,0,0,40.0,0.6363636363636364,3.909090909090909,0.0977272727272727,9.824414140741055,,,,,
A-d27f50,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,0,0,12,9,58.5,44.41666666666666,48,3734.5833333333335,9552,44815.0,537780,2,9,1,0,1,0,3,147,0.75,0.75,Basic,annual,0,0,2,481,170101,31,29,4,2024-12-19,12,4.0,37.5,116.5,3.75,0.0,2024-05-01 00:00:00,0.0,2024-12-31,164,0,0,0,0,0,40.083333333333336,0.3333333333333333,2.583333333333333,0.0644490644490644,10.1110628401341,,,,,
A-e36807,EdTech,AU,2024-05-17,other,Pro,6,0,0,10,9,96.3,31.6,81,1256.9,2786,15082.8,150828,2,8,0,0,0,0,1,213,0.9,0.8,Enterprise,monthly,1,0,8,446,140849,27,27,4,2024-12-29,2,2.0,41.0,152.0,4.5,0.0,2024-09-20 00:00:00,0.0,2024-12-31,228,0,0,0,0,0,44.6,0.2,2.7,0.0605381165919282,10.207072521829131,,,,,
A-ff79f2,DevTools,US,2024-04-25,ads,Basic,8,0,1,9,7,78.55555555555556,30.55555555555556,83,3097.0,16517,37164.0,334476,1,6,2,0,2,0,2,216,0.7777777777777778,0.6666666666666666,Enterprise,annual,1,0,0,393,133848,12,24,4,2024-11-22,39,2.0,50.0,82.5,4.0,0.0,2024-09-04 00:00:00,0.0,2024-12-31,250,0,0,1,0,0,43.66666666666666,0.2222222222222222,1.3333333333333333,0.0305343511450381,9.986999422885388,,,,,
A-5b1bcd,DevTools,US,2023-09-16,organic,Pro,73,0,0,15,14,260.0,73.0,73,8886.533333333333,14527,106638.4,1599576,1,13,3,0,2,0,1,443,0.9333333333333332,0.8666666666666667,Pro,annual,0,0,0,869,251284,54,34,6,2024-12-31,0,4.0,43.25,92.5,4.5,0.0,2024-12-17 00:00:00,0.0,2024-12-31,472,0,0,0,0,0,57.93333333333333,0.2666666666666666,3.6,0.0621403912543153,11.0714726501998,1.0,2024-08-07,competitor,4.45,0.0
A-71615e,EdTech,US,2024-05-18,organic,Basic,15,0,0,13,13,107.46153846153848,31.923076923076923,73,3131.769230769231,11940,37581.230769230766,488556,2,10,3,0,1,0,0,187,1.0,0.7692307692307693,Pro,annual,1,0,25,620,194799,41,29,4,2024-12-22,9,1.0,49.0,77.0,4.0,0.0,2024-01-12 00:00:00,0.0,2024-12-31,227,0,0,1,0,0,47.69230769230769,0.0769230769230769,3.1538461538461537,0.0661290322580645,10.482652533074544,1.0,2024-07-16,pricing,0.0,0.0
A-794a0b,HealthTech,DE,2023-06-02,organic,Basic,23,0,0,7,7,296.42857142857144,25.857142857142858,35,1510.7142857142858,6169,18128.571428571428,126900,2,5,0,0,0,0,0,512,1.0,0.7142857142857143,Enterprise,monthly,1,0,179,347,94200,31,28,1,2024-12-20,11,0.0,36.0,88.29166666666666,4.0,0.0,0,0.0,2024-12-31,578,1,1,1,0,0,49.57142857142857,0.0,4.428571428571429,0.0893371757925072,9.772812430798414,1.0,2024-09-09,budget,0.0,0.0
A-86902e,HealthTech,IN,2023-05-02,other,Enterprise,34,0,0,10,9,278.8,36.7,61,3604.1,12139,43249.2,432492,2,9,2,0,0,0,1,520,0.9,0.9,Enterprise,annual,1,0,20,628,202329,36,32,6,2024-12-12,19,9.0,40.888888888888886,71.44444444444444,3.5,0.0,2024-06-03 00:00:00,0.0,2024-12-31,609,0,0,0,0,0,62.8,0.9,3.6,0.0573248407643312,10.304014614345263,1.0,2024-12-07,features,0.0,0.0
A-0532a9,FinTech,IN,2024-09-25,event,Pro,19,0,0,10,10,49.5,20.9,27,1516.1,5373,18193.2,181932,0,5,4,1,4,1,0,96,1.0,0.5,Pro,annual,0,0,5,519,157792,30,30,7,2024-12-25,6,8.0,30.75,73.375,3.0,0.0,2024-11-24 00:00:00,0.0,2024-12-31,97,0,0,0,0,0,51.9,0.8,3.0,0.0578034682080924,9.948798675020155,1.0,2024-10-09,pricing,2.4,0.0
A-9779ad,Cybersecurity,AU,2024-03-29,event,Pro,40,1,1,10,10,141.9,40.0,40,5168.0,7960,62016.0,620160,2,5,0,0,0,0,0,268,1.0,0.5,Enterprise,monthly,0,0,15,413,109079,25,29,3,2024-12-20,11,3.0,20.666666666666668,116.33333333333331,5.0,0.0,2024-10-28 00:00:00,0.0,2024-12-31,277,0,0,0,0,0,41.3,0.3,2.5,0.0605326876513317,10.299399917230811,3.0,2024-08-11,competitor,0.0,0.0
A-f45426,HealthTech,US,2024-08-05,organic,Basic,9,0,0,11,9,65.9090909090909,19.818181818181817,57,1571.7272727272727,9154,18860.727272727272,207468,3,8,0,3,0,2,2,148,0.8181818181818182,0.7272727272727273,Pro,monthly,0,0,2,624,191651,49,33,5,2024-12-26,5,3.0,17.0,69.0,4.0,0.0,2024-08-24 00:00:00,0.0,2024-12-31,148,0,0,0,0,0,56.72727272727273,0.2727272727272727,4.454545454545454,0.078525641025641,10.50330215104254,2.0,2024-11-13,competitor,47.17,0.0
A-c1e51e,FinTech,US,2024-10-02,organic,Basic,3,0,0,10,7,31.6,23.5,55,2390.5,10945,28686.0,286860,0,10,1,1,1,1,3,72,0.7,1.0,Basic,annual,1,0,0,518,152228,36,28,7,2024-12-25,6,5.0,40.0,75.6,3.2,0.0,2024-10-29 00:00:00,0.0,2024-12-31,90,0,0,0,0,0,51.8,0.5,3.6,0.0694980694980695,9.946709365662016,2.0,2024-12-20,support,0.0,0.0
A-fa3095,FinTech,US,2023-09-03,ads,Basic,70,0,0,12,12,207.0,70.0,70,5769.166666666667,13930,69230.0,830760,1,12,0,0,0,0,0,470,1.0,1.0,Basic,annual,1,0,1,600,202100,42,31,5,2024-12-15,16,5.0,49.2,84.0,5.0,0.0,2024-11-06 00:00:00,0.0,2024-12-31,485,0,0,0,0,0,50.0,0.4166666666666667,3.5,0.07,10.660164170668269,1.0,2023-12-23,support,0.0,0.0
A-ad64c6,DevTools,UK,2024-02-23,event,Pro,12,0,0,6,5,150.16666666666666,24.33333333333333,54,2451.333333333333,5572,29416.0,176496,1,4,0,0,0,0,1,299,0.8333333333333334,0.6666666666666666,Enterprise,annual,1,0,41,215,79605,18,16,2,2024-11-11,50,4.0,34.0,98.5,5.0,0.0,2024-11-04 00:00:00,0.0,2024-12-31,312,0,0,0,0,0,35.833333333333336,0.6666666666666666,3.0,0.0837209302325581,8.873220433910925,2.0,2024-07-29,support,19.08,0.0
A-39b19f,FinTech,US,2023-02-03,partner,Enterprise,1,0,0,11,9,274.90909090909093,30.818181818181817,55,1930.636363636364,8159,23167.636363636364,254844,2,8,1,1,0,0,2,677,0.8181818181818182,0.7272727272727273,Basic,monthly,1,0,54,530,135061,37,30,5,2024-10-14,78,6.0,47.833333333333336,87.5,4.25,1.0,2024-10-04 00:00:00,0.1666666666666666,2024-12-31,697,0,0,0,0,0,48.18181818181818,0.5454545454545454,3.363636363636364,0.0698113207547169,10.20249565225653,1.0,2023-03-11,unknown,0.0,0.0
A-56962b,EdTech,UK,2024-04-09,partner,Enterprise,163,0,0,7,6,105.57142857142856,163.0,163,7800.714285714285,32437,93608.57142857143,655260,2,6,1,0,0,0,1,230,0.8571428571428571,0.8571428571428571,Enterprise,monthly,1,0,16,271,81944,25,16,4,2024-11-20,41,4.0,37.5,105.5,3.0,0.0,2024-02-19 00:00:00,0.0,2024-12-31,266,0,0,0,0,0,38.71428571428572,0.5714285714285714,3.571428571428572,0.092250922509225,8.584903654948945,2.0,2024-08-26,pricing,45.83,0.0
